Sample,DNA (µg),DNA/µl in well,Papain digest volume,xvolume,Weight (mg) ,DNA/mg,Average,Stdev
SH059(1) #2,0.264548333333333,0.026454833333333,156.3,4.13489045,6.5,0.636136992307693,,
SH059(1) #3,0.27449,0.027449,197.1,5.4101979,8.2,0.659780231707317,0.647767611708707,0.006827887317695
SH059(2) #1,0.271583333333334,0.027158333333333,127.4,3.45997166666667,5.3,0.652824842767296,,
SH059(2) #2,0.306315,0.0306315,86.5,2.64962475,3.6,0.736006875,,
SH059(2) #3 ,0.305496666666667,0.030549666666667,187.5,5.7280625,7.8,0.734366987179487,0.707732901648928,0.027458110554246
SH060(1) #1,0.245713707302709,0.024571370730271,235.6,5.78901494405183,9.8,0.590715810617533,,
SH060(1) #2,0.225607332155477,0.022560733215548,262,5.9109121024735,10.9,0.542285513988394,,
SH060(1) #3,0.251520170789164,0.025152017078916,161.1,4.05198995141343,6.7,0.604774619613945,0.579258648073291,0.018926806480441
SH060(2) #1,0.32844707008245,0.032844707008245,120.2,3.94793378239105,5,0.78958675647821,,
SH060(2) #2,0.308874411071849,0.030887441107185,100.9,3.11654280771496,4.2,0.742034001836895,,
SH060(2) #3,0.243994773262662,0.024399477326266,182.7,4.45778450750884,7.6,0.586550593093268,0.706057117136124,0.061309795533554
SH064(1) #1,0.266221864951769,0.026622186495177,110.6,2.94441382636656,4.6,0.6400899622536,,
SH064(1) #2,0.28087173990711,0.028087173990711,161.1,4.52484372990354,6.7,0.675349810433364,,
SH064(1) #3,0.22780100035727,0.022780100035727,177.9,4.05257979635584,7.4,0.547645918426465,0.621028563704476,0.038076999594742
SH064(2) #1,0.238794212218649,0.023879421221865,156.3,3.73235353697749,6.5,0.574208236458076,,
SH064(2) #2,0.230119685602001,0.0230119685602,139.4,3.20786841729189,5.8,0.55308076160205,,
SH064(2) #3,0.303799571275455,0.030379957127546,125,3.79749464094319,5.2,0.730287430950614,0.61919214300358,0.055881466222335
SH065(1) #1,0.16941050375134,0.016941050375134,60.1,1.01815712754555,2.5,0.407262851018221,,
SH065(1) #2,0.184846373704895,0.01848463737049,134.6,2.48803219006788,5.6,0.444291462512122,,
SH065(1) #3,0.154253304751697,0.01542533047517,72.1,1.11216632725974,3,0.370722109086579,0.40742547420564,0.021237798658594
SH065(2) #1,0.123792425866381,0.012379242586638,168.3,2.08342652733119,7,0.297632361047313,,
SH065(2) #2,0.158569131832798,0.01585691318328,144.2,2.28656688102894,6,0.38109448017149,,
SH065(2) #3,0.12040192926045,0.012040192926045,93.8,1.12937009646302,3.9,0.28958207601616,0.322769639078321,0.0292548690459
SH066(1) #1,0.179927553350657,0.017992755335066,117.8,2.11954657847074,4.9,0.432560526218519,,
SH066(1) #2,0.231596976139853,0.023159697613985,115.4,2.67262910465391,4.8,0.556797730136231,,
SH066(1) #3,0.177486416253248,0.017748641625325,110.6,1.96299976376092,4.6,0.426739079078462,0.472032445144404,0.042415946162225
SH066(2) #1,0.199651547365934,0.019965154736594,108.2,2.16022974249941,4.5,0.480051053888757,,
SH066(2) #2,0.253703047484054,0.025370304748405,139.4,3.53662048192771,5.8,0.609762152056502,,
SH066(2) #3,0.255835105126388,0.025583510512639,137,3.50494094023152,5.7,0.614901919338863,0.568238375094707,0.044118616698019
SH070(1) #1,0.193647812242854,0.019364781224285,139.4,2.69945050266538,5.8,0.465422500459548,,
SH070(1) #2,0.19539014704304,0.019539014704304,141.8,2.7706322850703,5.9,0.469598692384797,,
SH070(1) #3,0.172818503810239,0.017281850381024,115.4,1.99432553397016,4.8,0.415484486243784,0.450168559696043,0.017383889650866
SH070(2) #1,0.180176022324783,0.018017602232478,163.5,2.94587796501019,6.8,0.433217347795617,,
SH070(2) #2,0.147331043612035,0.014733104361204,137,2.01843529748489,5.7,0.354111455699103,,
SH070(2) #3,0.183741189939537,0.018374118993954,141.8,2.60545007334264,5.9,0.44160170734621,0.409643503613643,0.027871315185183
SH071(1) #1,0.172185252763765,0.017218525276377,156.3,2.69125550069765,6.5,0.414039307799638,,
SH071(1) #2,0.168360702658223,0.016836070265822,62.5,1.05225439161389,2.6,0.404713227543806,,
SH071(1) #3,0.145162963758005,0.014516296375801,144.2,2.09324993739043,6,0.348874989565072,0.389209174969505,0.020345997373881
SH071(2) #1,0.177982898644056,0.017798289864406,209.1,3.72162241064721,8.7,0.427772690878989,,
SH071(2) #1,0.197746055597295,0.01977460555973,192.3,3.80265664913599,8,0.475332081141998,,
SH071(2) #3,0.160282279703767,0.016028227970377,188.7,3.02452661801009,6.6,0.458261608789408,0.453788793603465,0.013910169628884
SH071(2) #1,0.226372609500309,0.022637260950031,108.2,2.44935163479334,4.5,0.544300363287409,,
SH071(2) #2,0.178768250051408,0.017876825005141,105.8,1.8913680855439,4.4,0.429856383078159,,
SH071(2) #3,0.181770512029611,0.018177051202961,72.1,1.3105653917335,3,0.436855130577833,0.470337292314467,0.037036682345356
SH074(1) #1,0.180189697717458,0.018018969771746,93.8,1.69017936458976,3.9,0.433379324253784,,
SH074(1) #2,0.200303310713551,0.020030331071355,103.4,2.07113623277812,4.3,0.481659589018168,,
SH074(1) #3,0.275485811227637,0.027548581122764,76.9,2.11848588834053,3.2,0.662026840106416,0.525688584459456,0.069579297582139
SH074(2) #1,0.183055726917541,0.018305572691754,79.3,1.4516319144561,3.3,0.43988845892609,,
SH074(2) #2,0.210911474398519,0.021091147439852,84.1,1.77376549969155,3.5,0.506790142769014,,
SH074(2) #3,0.217741106312976,0.021774110631298,96.2,2.09466944273083,4,0.523667360682707,0.490115320792603,0.025581655933142
SH075(1) #1,0.219681272644927,0.021968127264493,173.1,3.80268282948369,7.2,0.528150392983846,,
SH075(1) #2,0.196807065217391,0.019680706521739,158.7,3.123328125,6.6,0.473231534090909,,
SH075(1) #3,0.225534986413043,0.022553498641304,91.8,2.07041117527174,3.8,0.544845046124142,0.515408991066299,0.021632392906256
SH075(2) #1,0.253147644927536,0.025314764492754,153.8,3.89341077898551,6.4,0.608345434216486,,
SH075(2) #2,0.21510982789855,0.021510982789855,129.8,2.79212556612319,5.4,0.517060290022812,,
SH075(2) #3,0.132583220108695,0.01325832201087,125,1.65729025135869,5.2,0.318709663722825,0.481371795987374,0.085493608615405
SH063(1) #1,0.337212964553628,0.033721296455363,146.6,4.94354206035618,6.1,0.810416731205931,,
SH063(1) #2,0.268381721353719,0.026838172135372,156.3,4.19480630475863,6.5,0.645354816116712,,
SH063(1) #3,0.640834908091393,0.064083490809139,93.8,6.01103143789727,3.9,1.54129011228135,0.999020553201331,0.275289886593423
SH063(2) #1,0.2054744316555,0.02054744316555,120.2,2.46980266849911,5,0.493960533699823,,
SH063(2) #2,0.257298287808509,0.025729828780851,156.3,4.021572238447,6.5,0.618703421299539,,
SH063(2) #3,0.318287235870125,0.031828723587013,81.7,2.60040671705892,3.4,0.76482550501733,0.625829820005564,0.078273127233206
SH076(1) #1,0.140548636291975,0.014054863629198,115.4,1.6219312628094,4.8,0.337902346418624,,
SH076(1) #2,0.187863261337958,0.018786326133796,161.1,3.0264771401545,6.7,0.451713005993209,,
SH076(1) #3,0.07643333858847,0.007643333858847,200,1.52866677176941,4.3,0.35550390041149,0.381706417607774,0.035370163927463
SH076(2) #1,0.215941457774975,0.021594145777498,176.5,3.81136672972831,7.3,0.522105031469631,,
SH076(2) #2,0.144792159335751,0.014479215933575,192.3,2.78435322402649,8,0.348044153003311,,
SH076(2) #3,0.165602501445163,0.016560250144516,180.3,2.98581310105629,7.5,0.398108413474172,0.422752532649038,0.051735857360718
SH077(1) #1,0.19139266327836,0.019139266327836,110.6,2.11680285585866,4.6,0.460174533882317,,
SH077(1) #2,0.167887148636034,0.016788714863603,98.6,1.65536728555129,4.1,0.403748118427144,,
SH077(1) #3,0.161022369740345,0.016102236974035,84.1,1.3541981295163,3.5,0.386913751290372,0.416945467866611,0.02215410489177
SH077(2) #1,0.126489299173668,0.012648929917367,182.7,2.31095949590291,7.6,0.304073617881962,,
SH077(2) #2,0.18646405974484,0.018646405974484,113,2.10704387511669,4.7,0.448307207471636,,
SH077(2) #3,0.153524876395948,0.015352487639595,175.5,2.69436158074888,7.3,0.369090627499847,0.373823817617815,0.041703854370231
SH078(1) #1,0.350261928359054,0.035026192835906,122.6,4.29421124168201,5.1,0.842002204251373,,
SH078(1) #2,0.313627353815659,0.031362735381566,137,4.29669474727453,5.7,0.753806096013075,,
SH078(1) #3,0.333732125159281,0.033373212515928,108.2,3.61098159422342,4.5,0.802440354271871,0.799416218178773,0.025504884672206
SH078(2) #1,0.331341733918543,0.033134173391854,122.6,4.06224965784133,5.1,0.796519540753202,,
SH078(2) #2,0.317162206805418,0.031716220680542,122.6,3.88840865543442,5.1,0.762433069693024,,
SH078(2) #3,0.353829817358063,0.035382981735806,113,3.99827693614611,4.7,0.850697220456619,0.803216610300949,0.02569875569556
SH079(1) #1,0.226621278140886,0.022662127814089,103.4,2.34326401597676,4.3,0.544945119994595,,
SH079(1) #2,0.194049564270152,0.019404956427015,137,2.65847903050109,5.7,0.466399829912472,,
SH079(1) #3,0.195631808278867,0.019563180827887,91.3,1.78611840958606,3.8,0.470031160417383,0.493792036774817,0.025598014782897
SH079(2) #1,0.21082788671024,0.021082788671024,168.3,3.54823333333334,7,0.506890476190477,,
SH079(2) #2,0.187890341321714,0.018789034132171,115.4,2.16825453885258,4.8,0.451719695594287,,
SH079(2) #3,0.288792665214234,0.028879266521423,96.2,2.77818543936093,4,0.694546359840232,0.551052177208332,0.073493512400293
SH080(1) #1,0.166592229484386,0.016659222948439,93.8,1.56263511256355,3.9,0.400675669888089,,
SH080(1) #2,0.218582062454611,0.021858206245461,110.6,2.417517610748,4.6,0.525547306684348,,
SH080(1) #3,0.221230936819172,0.022123093681917,88.9,1.96674302832244,3.7,0.531552169816876,0.485925048796438,0.042659922833594
SH080(2) #1,0.16929012345679,0.016929012345679,127.4,2.15675617283951,5.3,0.40693512695085,,
SH080(2) #2,0.166991648511256,0.016699164851126,165.9,2.77039144880174,6.9,0.401506007072716,,
SH080(2) #3,0.200274146695715,0.020027414669572,122.6,2.45536103848947,5.1,0.481443340880288,0.429961491634618,0.025788592031996
SH081(1) #1,0.263668343764061,0.026366834376406,129.8,3.42241510205751,5.4,0.633780574455095,,
SH081(1) #2,0.276923548901706,0.027692354890171,117.8,3.26215940606209,4.9,0.665746817563692,,
SH081(1) #3,0.174142021515932,0.017414202151593,134.6,2.34395160960445,5.6,0.418562787429366,0.572696726482718,0.077617467000447
SH081(2) #1,0.222843293655663,0.022284329365566,125,2.78554117069579,5.2,0.535680994364575,,
SH081(2) #2,0.252302941056162,0.025230294105616,96.2,2.42715429296028,4,0.606788573240071,,
SH081(2) #3,0.293772241992883,0.029377224199288,115.4,3.39013167259787,4.8,0.706277431791222,0.616248999798623,0.049473598577653
SH082(1) #1,0.273241365815478,0.027324136581548,81.7,2.23238195871246,3.4,0.656582929033075,,
SH082(1) #2,0.234920751394189,0.023492075139419,86.5,2.03206449955973,3.6,0.564462360988814,,
SH082(1) #3,0.25640103708052,0.025640103708052,110.6,2.83579547011056,4.6,0.61647727611099,0.612507522044293,0.026666889424352
SH082(2) #1,0.317972801095783,0.031797280109578,55.3,1.75838959005968,2.3,0.764517213069427,,
SH082(2) #2,0.54166911261129,0.054166911261129,55.3,2.99543019274044,2.3,1.30236095336541,,
SH082(2) #3,0.323111730750416,0.032311173075042,62.5,2.0194483171901,2.6,0.776710891226961,0.947863019220598,0.177283915825675
MRI001(1) #1,0.310502567756108,0.031050256775611,223.5,6.93973238934901,9.3,0.746207783800968,,
MRI001(1) #2,0.37017247009232,0.037017247009232,163.46,6.05083919612907,6.8,0.889829293548393,,
MRI001(1) #3,0.350372547273429,0.035037254727343,105.76,3.70554005996378,4.4,0.842168195446314,0.826068424265225,0.042234213972383
MRI001(2) #1,0.330078368510108,0.033007836851011,194.71,6.42695591326031,8.1,0.793451347316087,,
MRI001(2) #2,0.370390655148871,0.037039065514887,144.23,5.34214441921216,6,0.890357403202027,,
MRI001(2) #3,0.25860866209517,0.025860866209517,185.09,4.78658772671951,7.7,0.621634769703832,0.768481173407316,0.078571826221462
MRI002(1) #1,0.137283928729722,0.013728392872972,139.4,1.91373796649233,9.3,0.205778275966917,,
MRI002(1) #2,0.203482256301155,0.020348225630116,141.8,2.88537839435038,6.8,0.42432035211035,,
MRI002(1) #3,0.275668528203764,0.027566852820377,48,1.32320893537807,4.4,0.300729303495016,0.310275977190761,0.063267985572643
MRI002(2) #1,0.320773867564932,0.032077386756493,129.8,4.16364480099282,8.1,0.514030222344792,,
MRI002(2) #2,0.34504181071418,0.034504181071418,129.8,4.47864270307006,6,0.746440450511677,,
MRI002(2) #3,0.197130869012794,0.01971308690128,189.9,3.74351520255296,7.7,0.486170805526359,0.582213826127609,0.082506211672829
MRI003(1) #1,0.389981989105605,0.038998198910561,96.15,3.7496768252504,4,0.937419206312599,,
MRI003(1) #2,0.321867861535758,0.032186786153576,110.58,3.55921481286242,4.6,0.773742350622265,,
MRI003(1) #3,0.315647513617993,0.031564751361799,74.52,2.35220527148129,3.1,0.758775894026221,0.823312483653695,0.05721671324222
MRI003(2) #1,0.277894921806361,0.027789492180636,156.25,4.34210815322439,6.5,0.668016638957598,,
MRI003(2) #2,0.311015199437709,0.031101519943771,173.08,5.38305107186786,7.2,0.74764598220387,,
MRI003(2) #3,0.292132314180285,0.029213231418029,151.44,4.42405176594623,6.3,0.702230439039084,0.705964353400184,0.023062701950698
MRI004(1) #1,0.362832278481013,0.036283227848101,91.35,3.31447286392405,3.8,0.872229701032645,,
MRI004(1) #2,0.357848101265823,0.035784810126582,125,4.47310126582279,5.2,0.860211781888997,,
MRI004(1) #3,0.41104694092827,0.041104694092827,125,5.13808676160338,5.2,0.988093608000649,0.906845030307431,0.040772156054568
MRI004(2) #1,0.248362341772152,0.024836234177215,67.31,1.67172692246835,2.8,0.597045329452984,,
MRI004(2) #2,0.330730485232068,0.033073048523207,100.96,3.33905497890295,4.2,0.795013090214989,,
MRI004(2) #3,0.480358649789029,0.048035864978903,98.56,4.73441485232067,4.1,1.15473532983431,0.848931249834095,0.163232870549883
MRI005(1) #1,0.34500357366211,0.034500357366211,60.9,2.10107176360225,2.5,0.8404287054409,,
MRI005(1) #2,0.186906995443581,0.018690699544358,43.27,0.808746569284375,1.8,0.44930364960243,,
MRI005(1) #3,0.265243902439025,0.026524390243903,40.87,1.08405182926829,1.7,0.637677546628408,0.642469967223913,0.112933502259124
MRI005(2) #1,0.269308943089431,0.026930894308943,62.5,1.68318089430894,2.6,0.647377267041901,,
MRI005(2) #2,0.480371660859466,0.048037166085947,79.32,3.81030801393728,3.3,1.15463879210221,,
MRI005(2) #3,0.245626730992585,0.024562673099259,43.27,1.06282686500491,1.8,0.590459369447174,0.797491809530427,0.179327807043178
RJ001(1) #1,0.272568634671249,0.027256863467125,117.78,3.21031337915797,4.9,0.655165995746525,,
RJ001(1) #2,0.364692524855775,0.036469252485578,100.96,3.68193573094391,4.2,0.876651364510454,,
RJ001(1) #3,0.334532138619533,0.033453213861953,108.17,3.61863414344749,4.5,0.804140920766108,0.778652760341029,0.065195032749217
RJ001(2) #1 ,0.213683973650833,0.021368397365083,55.29,1.18145869031545,2.3,0.513677691441502,,
RJ001(2) #2,0.220518800376417,0.022051880037642,110.58,2.43849689456242,4.6,0.530108020557047,,
RJ001(2) #3,0.252246225604517,0.025224622560452,120.19,3.03174738554069,5,0.606349477108138,0.550045063035562,0.02854895918566
MRI006(1) #1,0.288931034482759,0.028893103448276,117.8,3.4036075862069,4.9,0.694613793103448,,
MRI006(1) #2,0.307229885057471,0.030722988505747,93.8,2.88181632183908,4.8,0.600378400383142,,
MRI006(1) #3,0.381551724137931,0.038155172413793,91.3,3.48356724137931,4.6,0.757297226386807,0.684096473291132,0.045602777695436
MRI006(2) #1,0.301112068965517,0.030111206896552,115.4,3.47483327586207,4.5,0.772185172413793,,
MRI006(2) #2,0.216284482758621,0.021628448275862,105.8,2.28828982758621,5.8,0.394532728894174,,
MRI006(2) #3,0.355620689655173,0.035562068965517,84.1,2.99077,5.7,0.52469649122807,0.563804797512012,0.110758651640077
MRI007(1) #1,0.247486602357985,0.024748660235799,161.1,3.98700916398714,6.7,0.595075994624946,,
MRI007(1) #2,0.334412290103608,0.033441229010361,110.6,3.69859992854591,4.6,0.804043462727372,,
MRI007(1) #3,0.354056806002144,0.035405680600214,96.2,3.40602647374062,4,0.851506618435156,0.750208691929158,0.078767174036514
MRI007(2) #1,0.344573061807788,0.034457306180779,137,4.7206509467667,5.7,0.828184376625737,,
MRI007(2) #2,0.336554126473741,0.033655412647374,151.4,5.09542947481244,6.3,0.808798329335307,,
MRI007(2) #3,0.266482672382994,0.026648267238299,86.5,2.3050751161129,3.6,0.640298643364694,0.759093783108579,0.059660619695809
MRI008(1) #1,0.362022496937298,0.03620224969373,146.6,5.30724980510079,6.1,0.870040951655867,,
MRI008(1) #2,0.214147826409771,0.021414782640977,218.8,4.68555444184579,9.1,0.514896092510526,,
MRI008(1) #3,0.22150202323941,0.022150202323941,137,3.03457771837992,5.7,0.532382055856127,0.639106366674173,0.115577573709942
MRI008(2) #1,0.304107732858151,0.030410773285815,134.6,4.09329008427071,5.6,0.730944657905483,,
MRI008(2) #2,0.267678286371905,0.026767828637191,146.6,3.92416367821212,6.1,0.643305521018381,,
MRI008(2) #3,0.265155733749118,0.026515573374912,88.9,2.35723447302966,3.7,0.637090398116125,0.67044685901333,0.030302060937991
MRI009(1) #1,0.30316653413609,0.030316653413609,81.7,2.47687058389186,3.4,0.728491348203487,,
MRI009(1) #2,0.163039115453065,0.016303911545307,86.5,1.41028834866902,3.6,0.391746763519171,,
MRI009(1) #3,0.235442462796774,0.023544246279677,110.6,2.60399363853232,4.6,0.566085573593982,0.562107895105547,0.097230131257704
MRI009(2) #1,0.299769018137756,0.029976901813776,55.3,1.65772267030179,2.3,0.720748987087736,,
MRI009(2) #2,0.290851603619978,0.029085160361998,55.3,1.60840936801848,2.3,0.699308420877599,,
MRI009(2) #3,0.168331818698171,0.016833181869817,62.5,1.05207386686357,2.6,0.404643794947527,0.608233734304287,0.101982959402245
